District,Pharmacy Name,Address,Phone
جبل لبنان - عاليه,دانيا - الشوفيات,الشوفيات-حي القيممك على فارس عقار 1969/9,03/572657; 05/802090
جبل لبنان - عاليه,رزان -العزونية,العزونية -الشارع العام -بناية الكوكاش,25/552125; 71/720476
جبل لبنان - عاليه,صيدلية - ALFARMA - عاليه,منطقة القبة العقارية-العقار رقم 1371-ملك شركة غلوب فوز ش.م.ل,03/628905
جبل لبنان - عاليه,صيدلية Pharma K - عاليه,القبة حي دوحة الشويفات الشارع العام رقم العقار1809 قسم8 ملكه,05/572030
جبل لبنان - عاليه,صيدلية الزهار ALZAHAR PHARMACY - عاليه,منطقة عاليه العقارية- عقار رقم484- ملك ايليا وجرجي وبشارة ونقوال وجوزف مخايل فاخوري,05/271500
جبل لبنان - عاليه,صيدلية الين - عاليه,,05/810197; 76/722421
جبل لبنان - عاليه,صيدلية ايلين - عاليه,,05/810224
جبل لبنان - عاليه,صيدلية جوان - عاليه,,76/750047; 05/559048
جبل لبنان - عاليه,صيدلية داني PHARMACY DANY - صوفر,صوفر الفنيدق الشارع العام عقار227 ملك غالب سليمان شيا وحافظ سليم شيا وسليم ملحم شيا,05/441421; 70/969002
جبل لبنان - عاليه,صيدلية راما - عاليه,,25/559995; 03/745488
جبل لبنان - عاليه,صيدلية راما الجديدة - عاليه,,05/558101
جبل لبنان - عاليه,صيدلية رانيا - عاليه,,05/481146; 03/644070
جبل لبنان - عاليه,صيدلية رشا - عاليه,,03/672290; 05/432543
جبل لبنان - عاليه,صيدلية رند - عاليه,,76/921456; 05/273656
جبل لبنان - عاليه,صيدلية روبي - عاليه,,71/165059; 05/557687
جبل لبنان - عاليه,صيدلية روز - عاليه,,03/059893; 05/800090
جبل لبنان - عاليه,صيدلية ريتا - عاليه,,70/356236; 05/572234
جبل لبنان - عاليه,صيدلية سان بيتر - عاليه,,70/665241; 05/814485
جبل لبنان - عاليه,صيدلية سان جورج - عاليه,,05/812724; 70/583598
جبل لبنان - عاليه,صيدلية سان شربل - عاليه,,70/607466
جبل لبنان - عاليه,صيدلية سمايل SMILE PHARMACY - عاليه,منطقة القبة العقارية- عقار2513 القسم5 بلوكA ملك جواد داغر وعلي قازان,05/410425; 03/213519
جبل لبنان - عاليه,صيدلية سناء - عاليه,,03/082717; 81/708295
جبل لبنان - عاليه,صيدلية سينتيا - عاليه,,03/003852; 05/804875
جبل لبنان - عاليه,صيدلية شام - عاليه,,71/120150
جبل لبنان - عاليه,صيدلية فردوس - عاليه,,76/450544; 05/436861
جبل لبنان - عاليه,صيدلية لينا - عاليه,,03/463862; 05/293399
جبل لبنان - عاليه,صيدلية مايا - عاليه,,03/477922
جبل لبنان - عاليه,صيدلية ميلان - عاليه,,70/406450; 03/716987; 05/807240
جبل لبنان - عاليه,صيدلية ناتالي - عاليه,,03/634109
جبل لبنان - عاليه,صيدلية نادين - عاليه,,03/707003; 05/260043
جبل لبنان - عاليه,صيدلية وردة - عاليه,03/789758CNew,
جبل لبنان - عاليه,صيدلية يارا - عاليه,,03/713728; 05/551615
جبل لبنان - عاليه,ضاهر - عاليه,,05/220262
جبل لبنان - عاليه,فارما ترست - روسيات صوف,عين صوف-حي روسيات صوف- شارع الكشاف-ملك ناجي ولياد ابي المنى,05/262917
جبل لبنان - عاليه,فارما جي - عاليه,,05/813863
جبل لبنان - كسروان,Centre - الكفرياسين,الكفرياسين ملك انطوان شلهوب عقار 554,03/343797; 09/850868
جبل لبنان - كسروان,LA PHARMACIE NAHIR IBRAHIM - نهر ابراهيم,منطقة نهر ابراهيم العقارية عقار رقم 719 ملك رقم 5 و 4 ملك فادي جوزف غانم,71/080349; 01/451598
جبل لبنان - كسروان,MANSOUR'S PHARMACY - غادير,زوق مكايل العقارية عقار رقم 780 القسم رقم A 4 ملك بشارة ابراهيم ريشاغادير عقار رقم 1555- القسم رقم 5 بلوك B ملك جوزف ضاهر ونبيل ونزيه,81/222134; 03/611134; 09/222134
جبل لبنان - كسروان,Maya's pharmacy - اهمج,منطقة اهمج العقارية-الشارع العام- العقار رقم1027- بلوك4/A- ملك مايكل أبي رميا,01/278858; 03/246269
جبل لبنان - كسروان,Medi-Care - Gazir - غزير,غزير-حي كفر حباب-الشارع العام-عقار رقم 3528 ملك رامي المر,70/746434; 09/916196
جبل لبنان - كسروان,PADRE PIO PHARMACY - فيطرون,فيطرون-الشارع العام-عقار رقم 3864/5-ملك رواد وشركيل كيروز,70/022462
جبل لبنان - كسروان,Pharma C Mikhael - الفيدار,الفيدار- منطقة حالت العقارية- عقار رقم860- المحل الثالث من الجهة الجنوبية ملك سيدة جبور العم مخايل,03/774994; 01/451048
جبل لبنان - كسروان,Pharmacy Clinique - عشقت - فارماسي كلينيك,منطقة عشقت العقارية -حي الجسر-الشارع العام-عقار رقم 1332 المالحات رقم 4 و 6 ملك وقف مدرسة القديسين بطرس بوليس في عشقت,09/957687; 03/456444
جبل لبنان - كسروان,Pharmacy ELIE - بلونه,بلونه-حي نصار الطريق العام عقار رقم 656 ملك ابي ناصر نصار,70/344556; 09/237558
جبل لبنان - كسروان,Pharmacy Elsy - الفتافت,فقا العقارية عقار 157 بلوك B- المخزن الواقع في الجهة الشرقية الشمالية ملك كارول دحدح,09/741300
جبل لبنان - كسروان,Pharmacy Maria L'Apothicaire - صيدلية,العقبة شارع الاوتستوارد عقار 52 قسم 12 ملك شركة القنير ش م ل,29/444421; 03/298429
جبل لبنان - كسروان,Pharmacy Nadine-zouk Mkael - زوق مكايل,زوق مكايل العقارية,03/753042; 09/219007
جبل لبنان - كسروان,Pharmacy Sader - صيدلية - صادر كسروان,المعصرة-ملك فادي جوزف زوين,09/445339
جبل لبنان - كسروان,THE PHARMACY - كفرحاب,كفرحاب-غزير-ملك الرهابية الانطونية المارونية,09/926002
جبل لبنان - كسروان,TRACY'S PHARMACY - حارة صخر,"JOUNIEH-BEIRUT HIGHWAY, 603, GROUND FLOOR",81/817820; 76/76842
جبل لبنان - كسروان,السهيلة - A+Pharmacy,سهيلة- الطريق العام-ملك يوسف جورج شامي,09/231359
جبل لبنان - كسروان,السيدة (نوردام) - زوق مكايل,ذوق مكايل-نداي الكهرباء ملك ابي وليم الخوري عقار 502,03/660217; 09/224294
جبل لبنان - كسروان,الصيدلية المركزية,بقعة عشقت-حي الساحة-الشارع العام-عقار 600-محل رقم 3-ملك منصور الخوري,70/975161
جبل لبنان - كسروان,العالم الجديد - كفر ياسين,كفرذيبان-الشارع العام-اللطة-بملكها عقار 986 القسم 8,03/485994; 09/711225
جبل لبنان - كسروان,الفارماتشيا- الزواق -زوق مكايل,ذوق مكايل مشروع سمايا السياحي البحري ملك سليمان رشيد تنوري عقار812 القسم22 H,03/543978; 09/218875
جبل لبنان - كسروان,النهذي خزوق مصبح,ذوق مصبح-الشارع العام-ملك جبارة وكترا,03/811191; 09/219094
جبل لبنان - كسروان,الوطنية - جونية,جونية-ملك دير الشرفة شارع الميناء الجديدة عقار 123,70006328; 03/660519
جبل لبنان - كسروان,الوقاية - PREVENTION - عشقت,عشقت- هي البلدية شارع البلدية ملكة Asma kozhaya saliba عقار 292,03/786778
جبل لبنان - كسروان,جبل لبنان - كسروان,جونية- ساحل علما ملك زيداب باسيل عقار 238,03/855777; 09/637363
جبل لبنان - كسروان,جبل لبنان - كسروان,ذوق مكايل-الشارع الرئيسي ملك ابو نضار عقار 1069,03/600121; 09/214521
جبل لبنان - كسروان,جبل لبنان - كسروان,"منطقة غادير العقارية رقم العقار 899 العقار رقم (دون المنتج التابع له ملك سيمون نبيل افرام وسبا نبيل افرام مع المنتج التابعين لهما ملك سيمون نبيل افرام وسبا نبيل افرام, 09/9004859 و 8",03/785413
جبل لبنان - كسروان,جبل لبنان - كسروان,ذوق مصبح - AVE MARIA - زوق,70/222121; 09/222121
جبل لبنان - كسروان,جبل لبنان - كسروان,ادونيس-المنطقة الخضراء-ملك ادون كداوي عقار 1200 قسم4,03/452069; 09/222564
جبل لبنان - كسروان,جبل لبنان - كسروان,ذوق مكايل-مدار ميكي-ملك جورج عقيني وليزا القاعي عقار 101,70/565359; 03/304147; 09/210620
جبل لبنان - كسروان,جبل لبنان - كسروان,جديدة غزير-الطريق العام ملك نبيل نضار عقار 115 و 114,03/627877; 09/920931
جبل لبنان - كسروان,جبل لبنان - كسروان,سهيلة- شارع رقم 142-ملك جوزف وجان الشمالي,09/231980
جبل لبنان - كسروان,جبل لبنان - كسروان,غدير فوق مدرسة الرسل ملك جاكاين ابراهيم جرمانوس الهوا وشكرا روكز الهوا عقار 978 القسم 7 بلوك ب,03/416478; 03/218354; 09/636360
جبل لبنان - كسروان,جبل لبنان - كسروان,صربا جونيه حي الكسيك شارع جامعة الروح القدس ملك سامي فرح عقار 1014,09/637340; 03/093227
جبل لبنان - كسروان,جبل لبنان - كسروان,زوق مكايل- حي التراب-ملك بولس ابي شقرا,09/223767
جبل لبنان - كسروان,جبل لبنان - كسروان,سهيلة-الطريق العام ملك يوسف مخلوف عقار 135,03/220235; 09/234170
جبل لبنان - كسروان,جبل لبنان - كسروان,زيتون طرابلس العقارية عقار 6880 المقسم 9 و 8 ملك ماجد المشالوي,70/937751; 06/434707
جبل لبنان - كسروان,جبل لبنان - كسروان,عجلتون عقار 665,09/234200; 09/234201
جبل لبنان - كسروان,جبل لبنان - كسروان,غزير حي كفرحاب الشارع العام ملك الاميرة بدعة شكيب شهاب عقار 114/ غزير,71/712777
جبل لبنان - كسروان,جبل لبنان - كسروان,الصفرا الشارع العام- B30- B29 من العقار 622 من منطقة الصفرا العقارية ملك جواد سليم الهاشم,81/968597; 03/968597; 09/852652
جبل لبنان - كسروان,جبل لبنان - كسروان,أدما و دفنة عقار رقم 1344 الشارع العام ملك ندى و ماريا عوكر القسم B- 8 و 7,03/221124; 09/852062
جبل لبنان - كسروان,جبل لبنان - كسروان,منطقة غادير العقارية الشارع العام عقار 540 بملكها,03/254580; 09/933878
جبل لبنان - كسروان,جبل لبنان - كسروان,ساحل علما شارع الاوتستوراد ملك ميلاد بعقوب القاري ومخايل يعقوب القاري عقار 20 قسم 838 عقار,03/595591; 09/838833
جبل لبنان - كسروان,جعيتا - جعيتا,جعيتا - طريق العام-ملك زانه نصير,09/233828
جبل لبنان - كسروان,در. فارما - كفر ياسين,كفرياسين-الطريق العام-ملك راند خلف,71/999548
جبل لبنان - كسروان,شتال - كفر ياسين,كفرياسين-الشارع العام اداة ملك ايفون الحاج عقار 318 القسم B 13,09/850826; 81/711776
جبل لبنان - كسروان,صيدلية إليز- PHARMACIE ELISE - حاالت,"منطقة حاالت العقارية-محلة النبوع والعصفورية- العقار رقم31- القسمين رقم H, H1- المخزن رقم6-ملك مدرسة عين ورقة البطريركية",03/836063; 09/550010
جبل لبنان - كسروان,صيدلية الدونا -بقاق الدين,بقاق الدين - العقبية العقارية عقار26 قسم رقم7-ملك طوني خيرهللا,03/444048; 29/440065
جبل لبنان - كسروان,صيدلية جان بول2 Pharmacie Jean-Paul 2 - زوق مصبح,زوق مصبح- حي ادونيس- شارع العين عقار رقم1957 ملك الياس ابراهيم خليل,03/974496; 09/225840
جبل لبنان - كسروان,صيدلية ريتا مارياPharmacie RITA MARIA - زوق مكايل,منطقة زوق مكايل العقارية عقار رقم300 القسم رقمB4-ملك الياس سمير قبيطر,03/452161; 09/224654
جبل لبنان - كسروان,صيدلية سانت تريز ذوق مكايل PHARMACIE STE,ذوق مكايل- حي مار مخايل- شارع صنين- نمرة8/1944 A- ملك سمعان توفيق موسى وإلسا جورج الدكاش,03/343363; 09/223157
جبل لبنان - كسروان,صيدلية كاريلPharmacie Karel- حارة صخر,حارة صخر العقارية- عقار رقم1801- القسم6 ملك كاريل جوزف الخوند,71/985575; 09/936274
جبل لبنان - كسروان,صيدلية ليا LEA'S PHARMACY - بالط-جبيل,منطقة بالط العقارية- عقار رقم-41 - الوحدة رقم3+4 ملك وقف سمعان حنا أبي غصن الخيري,01/450401; 01/450402; 03/314191
جبل لبنان - كسروان,صيدلية ليالPharmacie Layal - زوق مكايل,زوق مكايل- عقار رقم2205 القسم4- ملك سمير رزق هللا رعد,09/217343; 03/376749
جبل لبنان - كسروان,صيدلية م. صليبا Pharmacie M.SALIBA - جبيل,منطفة جبيل العقارية- عقار رقم1821- البلوكA- القسم9- بملكها,03/406000; 05/470480
جبل لبنان - كسروان,صيدلية ناتالي -كفر ياسين,كفرياسين الشارع العام عقار8/231 ملك ميشال سعادي نصر وشركاه,03/703367; 09/855523
جبل لبنان - كسروان,صيدلية نديمPharmacie Nadim- زوق مصبح,ZOUK MOSBEH MAIN STREET EL CENTRO GF,03/645909; 09/219320
جبل لبنان - كسروان,صيدلية هيلث اند كيرHEALTH AND CARE PHARMACY - كشوان,كفرياسين العقارية- الطريق العام- عقار رقم404- ملك جوزيف جرجي عويضة,09/851295; 70/916532
جبل لبنان - كسروان,صيدلية واكد,زوق مصبح عقار رقم1247 القسم رقم4 ملك سمير جرجي جرجي العاقوري,03/569548; 09/217713
جبل لبنان - كسروان,طراد -صربا,صربا-دير المخلص- سنتر حكيم ملك عبد النور باخوص عقار1704 قسم9,03/625105; 09/636581
جبل لبنان - كسروان,عقيقي -جبيل,جبيل-طريق عنايا-مار جرجس ملك هنيبعل زين- الدين عقار399,70/996276; 29/445996
جبل لبنان - كسروان,غ. البستاني -جونية,جونيه-مستشفى باستور- حارة صخر مللك محمود البستان عقار1321 قسم6,09/640204; 03/682630
جبل لبنان - كسروان,غادير -غادير,غادير-جسر الخروبة- ملك بطرس كامل عقار613 قسم8,09/936448; 03/452215
جبل لبنان - كسروان,غاليان -جبيل,جبيل-سيدة مارتين- ملك نجا ابوتوما عقار2474,01/270375
جبل لبنان - كسروان,فاضل -جونية,جونية-الشير\مدخل المرفأ- ملك ميشال البيروتي عقار807,09/830787; 03/380787
جبل لبنان - كسروان,كسرواني -كفرحباب,كفرحباب- الطريق العام ملك ايلي ضوميط الحداد عقار3174,71/084487; 03/453303; 09/855009; 03/342435
جبل لبنان - كسروان,محفوظ -مستيتا,مستيتا-الشارع العام- بالط ملك جورج خياط عقار25/1513,03/795635
جبل لبنان - كسروان,منى شاهين -جعيتا,جعيتا- طريق عينطورة ملك انطوان غاريوس عقار1270,03/524897; 09/234866
جبل لبنان - كسروان,ميدس اند مور MEDS AND MORE -زوق مصبح,HAKLET EL DEHAB PHARMACY,09/223170
جبل لبنان - كسروان,نور -زوق مكايل,ذوق مكايل-الشارع العام- الاوتوستراد ملك كترينة حبيقة عقار1629 قسم7,71/722099; 09/222228
جبل لبنان - كسروان,نيو جونية -جونية,جونية- ساحل علما ملك نوال جبور عقار1008 قسم5,03/830683; 09/931349
جبل لبنان - كسروان,نيو ذوق - زوق مكايل,ذوق مكايلي-سيدة المعونات-الخروية-شعبيا خوري ملك انطوان عقار 22/465,03/036398; 09/213615
جبل لبنان - كسروان,نيو سانت ريتا - زوق مصبح,"Jeita, main road near Total station Lebanon",03/569557; 09/212312
جبل لبنان - كسروان,نيو سهيلة - السهيلة,"STREET 29, RED ZONE JELWAN BLDG",09/236444
جبل لبنان - كسروان,يسوع الملك - زوق مصبح,ذوق مصبح-يسوع الملك القسم 11 ملك هدى بربور وداني صعب والقسمين 12 و 13 بملكه عقار 1950,03/200464; 09/219665
راشيا,الريان - ضهر الاحمر,ضهر الاحمر-الشارع العام ملك محمود نكد ابو رافع عقار 1394,08/561032; 03/639641
راشيا,المنيب - الرفيد,القرية الرفيد الشارع العام ملك محمد ابراهيم الحاج عقار 3028,71/560530; 08/560530; 03/560530
راشيا,خلدون - راشيا الوادي,راشيا الوادي حي البيادر عقار رقم 3710 ملك فاضل يوسف السقعان,08/591876; 03/745486
راشيا,صيدلية جبل الشيخ - راشيا الوادي,راشيا الوادي -حي عين الحور-الطريق العام -عقار رقم 898 -ملك يونس سلمان أبو ابراهيم وباسم يوسف أبو ابراهيم,70/827443
زحلة,HAIFAA MEDICAL PHARMACY - زحلة,منطقة مجدل عنجر العقارية-شارع مسجد بلال -حي العين-العقار رقم 4-المحلين رقم 3و4-من الجهة الغربية-ملك أحمد صالح,70/887349
زحلة,Pharm Sacré-coeur - الراسيه زحلة,زحلة حي الرسية شارع الراسية العام رقم العقار 225 ملك فؤاد الياس جريجيري,08/806812; 03/902099
زحلة,Pharmacy Hiba Dghaidy - زحلة,منطقة شتورا العقارية-العقار رقم 842-القسمين 6و7 ملك خالد الحسين,71/111107
زحلة,الحياة - رياق,رياق-حوش حالا ملك محمد منذر عقار 1323,08/900903; 03/738160
زحلة,الصيدلية المركزية - تعلبايا,تعلبايا زحلة طريق الشام الدولي عقار 1833 ملك خالد محمود القادري,08/540317; 03/540317
زحلة,العصرية,زحلة-الجسر-قاصوف عقار 2,08/821209; 03/801808
زحلة,المعلم - مكسه,مكسة-الشارع العام-كرمات مكسة-ملك شاتيال وبشعالني عقار 619 قسم 7 بلوك أ,08/544849; 03/736769
زحلة,النجاة - رياق,رياق-الشارع العام-ملك حسني المكحل عقار 672,03/193555; 08/920761
زحلة,ايهاب - كفر زبد,كفرزبد -حي جبلية حجر -شارع الصليب -عقار رقم 1401 ملك ايهاب سليم الخطيب ووسام سليم الخطيب,08/925746; 03/702156
زحلة,بر الياس - Pharmacy Plus,برالياس -شارع المكاوي عقار 3466-الحلين 11و12-شمالي شرقي -ملك سمية ابو عسكر,03/914443
زحلة,جديتا - De La Grace,جديتا- ملك هشام وخالد ويحيا هاشم,08/545006; 71/424036
زحلة,دلباني فارما Pharma Delbany,النبي ايلا الشارع العام -عقار رقم 748 -ملك احمد محمد الدلباني وحسين عبدالحسن جمعة,70/161949; 03966694
زحلة,دياب الطبية - شتورة,شتورة-حي جالا الشارع العام ملك خليل نبها عقار 645 الباب رقم 2,70/529592; 03/542356; 08/540250
زحلة,زحلة - ELSA Pharma,زحلة-حوش الامراء- عقار 44-كامل القسم 3-ملك ابراهيم عبد الاحد وجان وطوني وبدري عبد الاحد,08/804540
زحلة,زحلة - La Pharmacie الصيدلية,زحلة شارع كسارة التلال ملك حسين علي الدلباني عقار 3820,03/674090; 81/744991; 08/817910
زحلة,زحلة - MIRNA PHARMACIE,حوش الامراء بناء العقارية- العقار رقم 226-القسم رقم 4-البلوك A-ملك نينا القبرصلي,71/031335
زحلة,زحلة - عقيص,boulevard zahle okais bldg ground floor,08/822429; 03/821524
زحلة,سان ميشال - زحلة,زحلة-البولفار مارجرجس ومخايل -شديد ملك سامر زعيتر عقار 263 قسم 5 و 6,08/810290; 08/803593; 03/770882
زحلة,سعدنايل - Avicena,سعدنايل حي الكساروي -الطريق العام -عقار رقم 2287 -ملك حسين محمد الحمصي,08/508251; 03/962251
زحلة,سلوم - تعنايل,تعنايل الطريق العام رقم العقار 446 ملك سهيلا سعيد سروجي و ناصر محمد الجبالي,03/087841
زحلة,شوباصي فارم Choubassi pharm - سعدنايل,سعدنايل العقارية-موقع الينابيع الطريق العام عقار رقم 2405 ملك حسين جميل الشوباصي,08/505222; 03/019145
زحلة,صيدلية PHARMALUNE - حزرتا,حزرتا حي مفرق حزرتا -الشارع العام -عقار 342-ملك حسن ابوحمدان,08/802619
زحلة,صيدلية أمير - بر الياس,بر الياس شارع الكورنيش عقار رقم 1533 ملك عبد الرحمن محمد ماضي,03/944203
زحلة,صيدلية النجاة زحلة - زحلة,زحلة-معلقة اراضي-شارع الاوتوستراد-محلين من الجهة الشمالية-عقار رقم 9/2149 ملك جوزف الغصين وانطوان غصين,08932114; 03/873212
زحلة,صيدلية جيسيكا الطبية - حوش الامراء,منطقة حوش الامراء بناء العقارية-العقار رقم 3-504 محلات-ملك جيسيكا ريا,76/516507
زحلة,صيدلية رنا الطيبة RANA MEDICAL PHARMACY,مجدل عنجر -حي اكرمبه -طريق المصنع-عقار 1244 مجدل عنجر -اول بابين من جهة الشمال -ملك احمد الخطيب,03/911300; 08/620135
زحلة,صيدلية روال الطبية - رياق,منطقة رياق العقارية حي ارض الكسار -كامل القسم 4-من العقار رقم 1194-بمساحة 311 متر مربع,71/118039; 03/023607
زحلة,صيدلية سانت اوديل PHARMACIE SAINTE ODILE - قاع الريم,بلدة قاع الريم -قرب ميموزا-الطريق العام -عقار 1611 القسم 7 ملك زياد كفوري,08/802609; 70/694882
زحلة,صيدلية شتوره,منطقة جديتا العقارية-عقار رقم 2208-بملكه,03/540507
زحلة,صيدلية صرافيان - حوش الزراعنه,زحلة شارع حوش الزراعنة البولفار عقار 76 ملك جوزف واليس نعمة سكاف,08/800850; 03/450506
زحلة,صيدلية عسكر - قب الياس,قب الياس -حي السوق الداخلي -الشارع العام -عقار 2656-ملك زياد حاطوم,71/508567
زحلة,صيدلية علي النهري - علي النهري,علي النهري الشارع العام ملك زينه المصري عقار 252,71/587100; 08/921789
زحلة,صيدلية عمر مظهر - بر الياس زحلة,منطقة برالياس العقارية-العقار رقم 3-3261 محلات من الجهة الجنوبية ملك محمد عدى,03/132229; 03/025599
زحلة,صيدلية فرج الطبية FARAJ MEDICAL PHARMACY,منطقة حوش الامراء العقارية (بناء) عقار 171- القسم 6-بملكه,70/694869; 08/932291
زحلة,صيدلية قرطاس Pharmacie CORTAS حوش الامراء-زحلة,حي الكسارة -الشارع العام -عقار 82 حوش الامراء اراضي - قسم رقم 3 ملك وديع جوزف فرح,08/815816; 03/275851
زحلة,صيدلية مازن فارم - تعلبايا,تعلبايا حي الزعرورة شارع الربيع عقار رقم 2248 قسم 8 و 9 ملك عبير حيدر الطسه,03/197945; 08/508910
زحلة,صيدلية مايا - جديتا,جديتا-عقار رقم 2170 -المحل الاول من الجهة الغربية ملك ورثة كريم الياس صوما,71/318276
زحلة,صيدلية ملحم Pharmacy Melhem - علي النهري,علي النهري -الشارع العام طريق حوش الغنم -عقار رقم 33-ملك الحاج علي جمعة,08/921036; 70/765098
زحلة,صيدلية هافانا pharmacie Havana - مكسه,مكسه الشارع العام عقار رقم2 قسم 41ملك جابر الحاراتي,08/546678; 03/638350
زحلة,قب الياس - قب الياس,عقار 2061-الاقسام 4و5و6و10 -منطقة قب الياس العقارية-حي سوق التحتاني,03/500997; 08/501997
زحلة,كندا - نيحا زحلة,نيحا- حي السفل- الشارع العام- ملك عاطف جانبين و شداد,70/330350
زحلة,مجدل عنجر - CURE PHARMA,مجدل عنجر شارع العام عقار 56 ملك صالح بن محمد راشد صبري,71/072100
زحلة,مكسه - مكسه,Pharmacy Makse Kab-Elias Makse Main Road Yazbek Building Ground Floor,03/753098; 08/544933
زحلة,منذر فارما اليف Monzer Pharmlife - فرزل,منطقة فرزل العقارية عقار 3190 -المحلين الاول والثاني من الجهة الجنوبية -ملك شربل حنا,08/950213; 71/287841
زحلة,نعمة - المعلقة,معلقة زحلة الطريق العام ملك النجار عقار 47 ضم المل المجاور,08/812886; 03/802886
